id,name,license_plate,status,status
D_4390,Driver_68,ABC470XYZ,on-duty,on-duty
D_4391,Driver_35,ABC517XYZ,available,available
D_4392,Driver_27,ABC702XYZ,off-duty,off-duty
D_4393,Driver_9,ABC270XYZ,available,available
D_4394,Driver_66,ABC376XYZ,on-duty,on-duty
D_4395,Driver_43,ABC351XYZ,on-duty,on-duty
D_4396,Driver_49,ABC630XYZ,available,available
D_4397,Driver_47,ABC954XYZ,available,available
D_4398,Driver_48,ABC747XYZ,available,available
D_4399,Driver_90,ABC521XYZ,available,available
D_4400,Driver_35,ABC940XYZ,available,available
D_4401,Driver_23,ABC821XYZ,available,available
D_4402,Driver_46,ABC854XYZ,available,available
D_4403,Driver_77,ABC998XYZ,available,available
D_4404,Driver_26,ABC448XYZ,off-duty,off-duty
D_4405,Driver_32,ABC232XYZ,on-duty,on-duty
D_4406,Driver_45,ABC261XYZ,available,available
D_4407,Driver_35,ABC653XYZ,on-duty,on-duty
D_4408,Driver_7,ABC821XYZ,on-duty,on-duty
D_4409,Driver_84,ABC686XYZ,off-duty,off-duty
D_4410,Driver_8,ABC247XYZ,off-duty,off-duty
D_4411,Driver_67,ABC625XYZ,on-duty,on-duty
D_4412,Driver_80,ABC758XYZ,off-duty,off-duty
D_4413,Driver_9,ABC217XYZ,off-duty,off-duty
D_4414,Driver_76,ABC723XYZ,on-duty,on-duty
D_4415,Driver_37,ABC896XYZ,on-duty,on-duty
D_4416,Driver_51,ABC665XYZ,on-duty,on-duty
D_4417,Driver_35,ABC462XYZ,available,available
D_4418,Driver_53,ABC770XYZ,available,available
D_4419,Driver_25,ABC639XYZ,on-duty,on-duty
D_4420,Driver_24,ABC476XYZ,on-duty,on-duty
D_4421,Driver_54,ABC878XYZ,off-duty,off-duty
D_4422,Driver_88,ABC128XYZ,on-duty,on-duty
D_4423,Driver_62,ABC768XYZ,available,available
D_4424,Driver_79,ABC159XYZ,available,available
D_4425,Driver_28,ABC549XYZ,available,available
D_4426,Driver_76,ABC315XYZ,available,available
D_4427,Driver_69,ABC448XYZ,on-duty,on-duty
D_4428,Driver_60,ABC874XYZ,off-duty,off-duty
D_4429,Driver_29,ABC914XYZ,off-duty,off-duty
D_4430,Driver_88,ABC684XYZ,off-duty,off-duty
D_4431,Driver_90,ABC922XYZ,on-duty,on-duty
D_4432,Driver_49,ABC956XYZ,on-duty,on-duty
D_4433,Driver_7,ABC464XYZ,off-duty,off-duty
D_4434,Driver_29,ABC834XYZ,on-duty,on-duty
D_4435,Driver_15,ABC428XYZ,on-duty,on-duty
D_4436,Driver_96,ABC563XYZ,available,available
D_4437,Driver_43,ABC465XYZ,off-duty,off-duty
D_4438,Driver_65,ABC863XYZ,off-duty,off-duty
D_4439,Driver_66,ABC269XYZ,available,available
D_4440,Driver_44,ABC829XYZ,available,available
D_4441,Driver_61,ABC208XYZ,on-duty,on-duty
D_4442,Driver_78,ABC459XYZ,available,available
D_4443,Driver_14,ABC625XYZ,available,available
D_4444,Driver_88,ABC247XYZ,off-duty,off-duty
D_4445,Driver_59,ABC438XYZ,available,available
D_4446,Driver_83,ABC522XYZ,off-duty,off-duty
D_4447,Driver_80,ABC544XYZ,off-duty,off-duty
D_4448,Driver_85,ABC896XYZ,available,available
D_4449,Driver_72,ABC320XYZ,on-duty,on-duty
D_4450,Driver_49,ABC173XYZ,available,available
D_4451,Driver_85,ABC688XYZ,on-duty,on-duty
D_4452,Driver_98,ABC314XYZ,on-duty,on-duty
D_4453,Driver_38,ABC923XYZ,on-duty,on-duty
D_4454,Driver_20,ABC319XYZ,off-duty,off-duty
D_4455,Driver_65,ABC595XYZ,off-duty,off-duty
D_4456,Driver_80,ABC821XYZ,on-duty,on-duty
D_4457,Driver_49,ABC468XYZ,off-duty,off-duty
D_4458,Driver_70,ABC356XYZ,on-duty,on-duty
D_4459,Driver_52,ABC154XYZ,off-duty,off-duty
D_4460,Driver_36,ABC325XYZ,available,available
D_4461,Driver_56,ABC157XYZ,available,available
D_4462,Driver_16,ABC775XYZ,available,available
D_4463,Driver_23,ABC681XYZ,off-duty,off-duty
D_4464,Driver_21,ABC306XYZ,on-duty,on-duty
D_4465,Driver_12,ABC994XYZ,available,available
D_4466,Driver_18,ABC930XYZ,off-duty,off-duty
D_4467,Driver_15,ABC703XYZ,on-duty,on-duty
D_4468,Driver_92,ABC805XYZ,off-duty,off-duty
D_4469,Driver_14,ABC919XYZ,off-duty,off-duty
D_4470,Driver_56,ABC207XYZ,on-duty,on-duty
D_4471,Driver_23,ABC211XYZ,on-duty,on-duty
D_4472,Driver_93,ABC888XYZ,on-duty,on-duty
D_4473,Driver_43,ABC242XYZ,on-duty,on-duty
D_4474,Driver_92,ABC381XYZ,available,available
D_4475,Driver_66,ABC944XYZ,off-duty,off-duty
D_4476,Driver_56,ABC603XYZ,available,available
D_4477,Driver_27,ABC626XYZ,off-duty,off-duty
D_4478,Driver_46,ABC240XYZ,available,available
D_4479,Driver_81,ABC746XYZ,on-duty,on-duty
D_4480,Driver_14,ABC890XYZ,on-duty,on-duty
D_4481,Driver_82,ABC326XYZ,on-duty,on-duty
D_4482,Driver_39,ABC286XYZ,on-duty,on-duty
D_4483,Driver_69,ABC387XYZ,available,available
D_4484,Driver_51,ABC796XYZ,on-duty,on-duty
D_4485,Driver_49,ABC818XYZ,off-duty,off-duty
D_4486,Driver_71,ABC130XYZ,available,available
D_4487,Driver_29,ABC230XYZ,off-duty,off-duty
D_4488,Driver_24,ABC511XYZ,off-duty,off-duty
D_4489,Driver_11,ABC243XYZ,available,available
D_4490,Driver_21,ABC622XYZ,on-duty,on-duty
D_4491,Driver_12,ABC753XYZ,on-duty,on-duty
D_4492,Driver_96,ABC634XYZ,available,available
D_4493,Driver_44,ABC336XYZ,off-duty,off-duty
D_4494,Driver_54,ABC991XYZ,on-duty,on-duty
D_4495,Driver_4,ABC244XYZ,available,available
D_4496,Driver_18,ABC818XYZ,off-duty,off-duty
D_4497,Driver_15,ABC988XYZ,off-duty,off-duty
D_4498,Driver_17,ABC954XYZ,available,available
D_4499,Driver_32,ABC290XYZ,available,available
D_4500,Driver_12,ABC412XYZ,available,available
D_4501,Driver_28,ABC948XYZ,on-duty,on-duty
D_4502,Driver_43,ABC112XYZ,off-duty,off-duty
D_4503,Driver_67,ABC889XYZ,available,available
D_4504,Driver_30,ABC725XYZ,available,available
D_4505,Driver_32,ABC262XYZ,on-duty,on-duty
D_4506,Driver_28,ABC364XYZ,off-duty,off-duty
D_4507,Driver_23,ABC302XYZ,available,available
D_4508,Driver_53,ABC402XYZ,off-duty,off-duty
D_4509,Driver_68,ABC362XYZ,available,available
D_4510,Driver_76,ABC492XYZ,off-duty,off-duty
D_4511,Driver_62,ABC271XYZ,available,available
D_4512,Driver_58,ABC847XYZ,on-duty,on-duty
D_4513,Driver_47,ABC137XYZ,off-duty,off-duty
D_4514,Driver_38,ABC912XYZ,available,available
D_4515,Driver_39,ABC929XYZ,on-duty,on-duty
D_4516,Driver_14,ABC572XYZ,off-duty,off-duty
D_4517,Driver_46,ABC190XYZ,on-duty,on-duty
D_4518,Driver_16,ABC813XYZ,on-duty,on-duty
D_4519,Driver_19,ABC623XYZ,off-duty,off-duty
D_4520,Driver_79,ABC290XYZ,off-duty,off-duty
D_4521,Driver_69,ABC459XYZ,on-duty,on-duty
D_4522,Driver_48,ABC586XYZ,on-duty,on-duty
D_4523,Driver_42,ABC427XYZ,on-duty,on-duty
D_4524,Driver_97,ABC969XYZ,off-duty,off-duty
D_4525,Driver_85,ABC315XYZ,off-duty,off-duty
D_4526,Driver_38,ABC204XYZ,available,available
D_4527,Driver_58,ABC464XYZ,on-duty,on-duty
D_4528,Driver_28,ABC688XYZ,off-duty,off-duty
D_4529,Driver_58,ABC701XYZ,on-duty,on-duty
D_4530,Driver_30,ABC493XYZ,available,available
D_4531,Driver_48,ABC658XYZ,available,available
D_4532,Driver_33,ABC320XYZ,on-duty,on-duty
D_4533,Driver_32,ABC839XYZ,off-duty,off-duty
D_4534,Driver_37,ABC220XYZ,on-duty,on-duty
D_4535,Driver_85,ABC549XYZ,on-duty,on-duty
D_4536,Driver_61,ABC511XYZ,available,available
D_4537,Driver_2,ABC891XYZ,on-duty,on-duty
D_4538,Driver_46,ABC292XYZ,off-duty,off-duty
D_4539,Driver_62,ABC459XYZ,on-duty,on-duty
D_4540,Driver_72,ABC578XYZ,off-duty,off-duty
D_4541,Driver_73,ABC446XYZ,on-duty,on-duty
D_4542,Driver_75,ABC724XYZ,available,available
D_4543,Driver_44,ABC960XYZ,on-duty,on-duty
D_4544,Driver_77,ABC921XYZ,off-duty,off-duty
D_4545,Driver_96,ABC543XYZ,available,available
D_4546,Driver_23,ABC224XYZ,available,available
D_4547,Driver_11,ABC182XYZ,on-duty,on-duty
D_4548,Driver_83,ABC368XYZ,on-duty,on-duty
D_4549,Driver_33,ABC290XYZ,available,available
D_4550,Driver_10,ABC588XYZ,off-duty,off-duty
D_4551,Driver_24,ABC470XYZ,off-duty,off-duty
D_4552,Driver_72,ABC713XYZ,on-duty,on-duty
D_4553,Driver_100,ABC672XYZ,available,available
D_4554,Driver_100,ABC486XYZ,available,available
D_4555,Driver_43,ABC410XYZ,available,available
D_4556,Driver_67,ABC209XYZ,available,available
D_4557,Driver_66,ABC319XYZ,off-duty,off-duty
D_4558,Driver_67,ABC818XYZ,off-duty,off-duty
D_4559,Driver_77,ABC770XYZ,on-duty,on-duty
D_4560,Driver_4,ABC145XYZ,available,available
D_4561,Driver_86,ABC814XYZ,available,available
D_4562,Driver_73,ABC736XYZ,on-duty,on-duty
D_4563,Driver_85,ABC363XYZ,off-duty,off-duty
D_4564,Driver_6,ABC661XYZ,available,available
D_4565,Driver_38,ABC477XYZ,available,available
D_4566,Driver_50,ABC787XYZ,off-duty,off-duty
D_4567,Driver_49,ABC281XYZ,available,available
D_4568,Driver_22,ABC796XYZ,available,available
D_4569,Driver_45,ABC145XYZ,available,available
D_4570,Driver_88,ABC901XYZ,on-duty,on-duty
D_4571,Driver_73,ABC736XYZ,available,available
D_4572,Driver_26,ABC980XYZ,available,available
D_4573,Driver_7,ABC970XYZ,off-duty,off-duty
D_4574,Driver_85,ABC868XYZ,available,available
D_4575,Driver_3,ABC207XYZ,off-duty,off-duty
D_4576,Driver_50,ABC836XYZ,available,available
D_4577,Driver_12,ABC814XYZ,off-duty,off-duty
D_4578,Driver_6,ABC654XYZ,on-duty,on-duty
D_4579,Driver_89,ABC442XYZ,available,available
D_4580,Driver_50,ABC947XYZ,off-duty,off-duty
D_4581,Driver_74,ABC384XYZ,off-duty,off-duty
D_4582,Driver_73,ABC188XYZ,on-duty,on-duty
D_4583,Driver_89,ABC769XYZ,on-duty,on-duty
D_4584,Driver_99,ABC764XYZ,on-duty,on-duty
D_4585,Driver_97,ABC703XYZ,available,available
D_4586,Driver_26,ABC992XYZ,on-duty,on-duty
D_4587,Driver_81,ABC166XYZ,available,available
D_4588,Driver_1,ABC694XYZ,off-duty,off-duty
D_4589,Driver_40,ABC432XYZ,off-duty,off-duty
D_4590,Driver_25,ABC165XYZ,available,available
D_4591,Driver_80,ABC842XYZ,on-duty,on-duty
D_4592,Driver_77,ABC859XYZ,on-duty,on-duty
D_4593,Driver_82,ABC729XYZ,off-duty,off-duty
D_4594,Driver_32,ABC397XYZ,available,available
D_4595,Driver_28,ABC536XYZ,available,available
D_4596,Driver_74,ABC849XYZ,available,available
D_4597,Driver_69,ABC740XYZ,off-duty,off-duty
D_4598,Driver_67,ABC460XYZ,on-duty,on-duty
D_4599,Driver_42,ABC160XYZ,on-duty,on-duty
D_4600,Driver_47,ABC733XYZ,off-duty,off-duty
D_4601,Driver_99,ABC999XYZ,on-duty,on-duty
D_4602,Driver_15,ABC463XYZ,off-duty,off-duty
D_4603,Driver_64,ABC259XYZ,off-duty,off-duty
D_4604,Driver_4,ABC273XYZ,available,available
D_4605,Driver_72,ABC531XYZ,on-duty,on-duty
D_4606,Driver_67,ABC898XYZ,available,available
D_4607,Driver_30,ABC798XYZ,off-duty,off-duty
D_4608,Driver_31,ABC890XYZ,on-duty,on-duty
D_4609,Driver_39,ABC217XYZ,off-duty,off-duty
D_4610,Driver_99,ABC772XYZ,on-duty,on-duty
D_4611,Driver_2,ABC919XYZ,available,available
D_4612,Driver_49,ABC352XYZ,on-duty,on-duty
D_4613,Driver_24,ABC335XYZ,on-duty,on-duty
D_4614,Driver_65,ABC454XYZ,on-duty,on-duty
D_4615,Driver_56,ABC933XYZ,on-duty,on-duty
D_4616,Driver_86,ABC106XYZ,on-duty,on-duty
D_4617,Driver_78,ABC847XYZ,on-duty,on-duty
D_4618,Driver_63,ABC258XYZ,off-duty,off-duty
D_4619,Driver_89,ABC291XYZ,off-duty,off-duty
D_4620,Driver_87,ABC794XYZ,available,available
D_4621,Driver_28,ABC756XYZ,on-duty,on-duty
D_4622,Driver_95,ABC494XYZ,off-duty,off-duty
D_4623,Driver_13,ABC721XYZ,available,available
D_4624,Driver_35,ABC645XYZ,on-duty,on-duty
D_4625,Driver_37,ABC165XYZ,available,available
D_4626,Driver_72,ABC363XYZ,available,available
D_4627,Driver_100,ABC811XYZ,on-duty,on-duty
D_4628,Driver_29,ABC138XYZ,on-duty,on-duty
D_4629,Driver_63,ABC754XYZ,on-duty,on-duty
D_4630,Driver_85,ABC484XYZ,available,available
D_4631,Driver_1,ABC816XYZ,off-duty,off-duty
D_4632,Driver_33,ABC635XYZ,off-duty,off-duty
D_4633,Driver_27,ABC966XYZ,off-duty,off-duty
D_4634,Driver_92,ABC866XYZ,available,available
D_4635,Driver_90,ABC137XYZ,off-duty,off-duty
D_4636,Driver_84,ABC705XYZ,off-duty,off-duty
D_4637,Driver_63,ABC991XYZ,on-duty,on-duty
D_4638,Driver_96,ABC496XYZ,available,available
D_4639,Driver_67,ABC404XYZ,available,available
D_4640,Driver_69,ABC340XYZ,off-duty,off-duty
D_4641,Driver_51,ABC171XYZ,on-duty,on-duty
D_4642,Driver_98,ABC500XYZ,available,available
D_4643,Driver_45,ABC600XYZ,available,available
D_4644,Driver_68,ABC363XYZ,off-duty,off-duty
D_4645,Driver_12,ABC625XYZ,off-duty,off-duty
D_4646,Driver_49,ABC407XYZ,off-duty,off-duty
D_4647,Driver_90,ABC253XYZ,off-duty,off-duty
D_4648,Driver_64,ABC796XYZ,off-duty,off-duty
D_4649,Driver_61,ABC413XYZ,off-duty,off-duty
D_4650,Driver_93,ABC103XYZ,available,available
D_4651,Driver_63,ABC425XYZ,on-duty,on-duty
D_4652,Driver_8,ABC553XYZ,off-duty,off-duty
D_4653,Driver_57,ABC606XYZ,off-duty,off-duty
D_4654,Driver_70,ABC860XYZ,on-duty,on-duty
D_4655,Driver_36,ABC148XYZ,on-duty,on-duty
D_4656,Driver_81,ABC488XYZ,on-duty,on-duty
D_4657,Driver_60,ABC439XYZ,off-duty,off-duty
D_4658,Driver_52,ABC707XYZ,on-duty,on-duty
D_4659,Driver_32,ABC355XYZ,available,available
D_4660,Driver_41,ABC827XYZ,on-duty,on-duty
D_4661,Driver_68,ABC578XYZ,off-duty,off-duty
D_4662,Driver_53,ABC501XYZ,on-duty,on-duty
D_4663,Driver_14,ABC674XYZ,available,available
D_4664,Driver_24,ABC246XYZ,on-duty,on-duty
D_4665,Driver_79,ABC711XYZ,on-duty,on-duty
D_4666,Driver_13,ABC385XYZ,on-duty,on-duty
D_4667,Driver_79,ABC210XYZ,available,available
D_4668,Driver_3,ABC639XYZ,available,available
D_4669,Driver_42,ABC476XYZ,off-duty,off-duty
D_4670,Driver_66,ABC148XYZ,on-duty,on-duty
D_4671,Driver_82,ABC789XYZ,off-duty,off-duty
D_4672,Driver_97,ABC925XYZ,on-duty,on-duty
D_4673,Driver_91,ABC383XYZ,off-duty,off-duty
D_4674,Driver_86,ABC856XYZ,available,available
D_4675,Driver_32,ABC887XYZ,available,available
D_4676,Driver_54,ABC357XYZ,off-duty,off-duty
D_4677,Driver_8,ABC400XYZ,available,available
D_4678,Driver_32,ABC406XYZ,off-duty,off-duty
D_4679,Driver_71,ABC331XYZ,on-duty,on-duty
D_4680,Driver_58,ABC619XYZ,off-duty,off-duty
D_4681,Driver_9,ABC159XYZ,off-duty,off-duty
D_4682,Driver_55,ABC173XYZ,off-duty,off-duty
D_4683,Driver_65,ABC173XYZ,off-duty,off-duty
D_4684,Driver_97,ABC755XYZ,off-duty,off-duty
D_4685,Driver_30,ABC960XYZ,off-duty,off-duty
D_4686,Driver_80,ABC271XYZ,on-duty,on-duty
D_4687,Driver_96,ABC718XYZ,available,available
D_4688,Driver_95,ABC771XYZ,off-duty,off-duty
D_4689,Driver_40,ABC142XYZ,available,available
D_4690,Driver_35,ABC944XYZ,off-duty,off-duty
D_4691,Driver_49,ABC940XYZ,available,available
D_4692,Driver_85,ABC596XYZ,on-duty,on-duty
D_4693,Driver_86,ABC161XYZ,on-duty,on-duty
D_4694,Driver_46,ABC963XYZ,available,available
D_4695,Driver_45,ABC304XYZ,off-duty,off-duty
D_4696,Driver_42,ABC987XYZ,available,available
D_4697,Driver_91,ABC955XYZ,on-duty,on-duty
D_4698,Driver_43,ABC759XYZ,available,available
D_4699,Driver_25,ABC774XYZ,available,available
D_4700,Driver_49,ABC910XYZ,off-duty,off-duty
D_4701,Driver_87,ABC365XYZ,off-duty,off-duty
D_4702,Driver_77,ABC376XYZ,on-duty,on-duty
D_4703,Driver_69,ABC287XYZ,off-duty,off-duty
D_4704,Driver_94,ABC273XYZ,on-duty,on-duty
D_4705,Driver_70,ABC670XYZ,available,available
D_4706,Driver_74,ABC763XYZ,available,available
D_4707,Driver_12,ABC234XYZ,on-duty,on-duty
D_4708,Driver_41,ABC991XYZ,on-duty,on-duty
D_4709,Driver_43,ABC153XYZ,off-duty,off-duty
D_4710,Driver_4,ABC874XYZ,off-duty,off-duty
D_4711,Driver_100,ABC614XYZ,available,available
D_4712,Driver_12,ABC630XYZ,off-duty,off-duty
D_4713,Driver_22,ABC624XYZ,on-duty,on-duty
D_4714,Driver_41,ABC786XYZ,off-duty,off-duty
D_4715,Driver_34,ABC889XYZ,available,available
D_4716,Driver_35,ABC166XYZ,off-duty,off-duty
D_4717,Driver_93,ABC877XYZ,available,available
D_4718,Driver_57,ABC634XYZ,available,available
D_4719,Driver_72,ABC969XYZ,available,available
D_4720,Driver_4,ABC274XYZ,available,available
D_4721,Driver_53,ABC542XYZ,available,available
D_4722,Driver_73,ABC750XYZ,available,available
D_4723,Driver_39,ABC753XYZ,available,available
D_4724,Driver_16,ABC949XYZ,on-duty,on-duty
D_4725,Driver_46,ABC588XYZ,off-duty,off-duty
D_4726,Driver_69,ABC652XYZ,available,available
D_4727,Driver_82,ABC962XYZ,off-duty,off-duty
D_4728,Driver_99,ABC203XYZ,available,available
D_4729,Driver_100,ABC448XYZ,off-duty,off-duty
D_4730,Driver_17,ABC484XYZ,available,available
D_4731,Driver_54,ABC357XYZ,off-duty,off-duty
D_4732,Driver_89,ABC441XYZ,available,available
D_4733,Driver_9,ABC844XYZ,available,available
D_4734,Driver_7,ABC708XYZ,on-duty,on-duty
D_4735,Driver_13,ABC991XYZ,available,available
D_4736,Driver_11,ABC895XYZ,available,available
D_4737,Driver_37,ABC416XYZ,off-duty,off-duty
D_4738,Driver_71,ABC727XYZ,off-duty,off-duty
D_4739,Driver_3,ABC146XYZ,off-duty,off-duty
D_4740,Driver_74,ABC513XYZ,off-duty,off-duty
D_4741,Driver_60,ABC232XYZ,on-duty,on-duty
D_4742,Driver_23,ABC490XYZ,on-duty,on-duty
D_4743,Driver_21,ABC668XYZ,off-duty,off-duty
D_4744,Driver_1,ABC874XYZ,available,available
D_4745,Driver_14,ABC943XYZ,off-duty,off-duty
D_4746,Driver_64,ABC120XYZ,off-duty,off-duty
D_4747,Driver_25,ABC301XYZ,available,available
D_4748,Driver_48,ABC672XYZ,off-duty,off-duty
D_4749,Driver_93,ABC933XYZ,on-duty,on-duty
D_4750,Driver_21,ABC975XYZ,off-duty,off-duty
D_4751,Driver_82,ABC355XYZ,available,available
D_4752,Driver_7,ABC440XYZ,on-duty,on-duty
D_4753,Driver_70,ABC914XYZ,on-duty,on-duty
D_4754,Driver_12,ABC825XYZ,available,available
D_4755,Driver_69,ABC348XYZ,available,available
D_4756,Driver_23,ABC352XYZ,available,available
D_4757,Driver_41,ABC389XYZ,off-duty,off-duty
D_4758,Driver_82,ABC955XYZ,off-duty,off-duty
D_4759,Driver_23,ABC823XYZ,available,available
D_4760,Driver_48,ABC464XYZ,available,available
D_4761,Driver_25,ABC548XYZ,on-duty,on-duty
D_4762,Driver_79,ABC674XYZ,off-duty,off-duty
D_4763,Driver_37,ABC226XYZ,on-duty,on-duty
D_4764,Driver_36,ABC242XYZ,on-duty,on-duty
D_4765,Driver_70,ABC876XYZ,off-duty,off-duty
D_4766,Driver_56,ABC801XYZ,on-duty,on-duty
D_4767,Driver_83,ABC870XYZ,on-duty,on-duty
D_4768,Driver_43,ABC246XYZ,available,available
D_4769,Driver_36,ABC470XYZ,on-duty,on-duty
D_4770,Driver_98,ABC237XYZ,available,available
D_4771,Driver_45,ABC394XYZ,on-duty,on-duty
D_4772,Driver_67,ABC607XYZ,available,available
D_4773,Driver_45,ABC216XYZ,available,available
D_4774,Driver_55,ABC418XYZ,on-duty,on-duty
D_4775,Driver_92,ABC698XYZ,available,available
D_4776,Driver_56,ABC129XYZ,off-duty,off-duty
D_4777,Driver_78,ABC674XYZ,on-duty,on-duty
D_4778,Driver_58,ABC463XYZ,on-duty,on-duty
D_4779,Driver_88,ABC613XYZ,on-duty,on-duty
D_4780,Driver_51,ABC924XYZ,off-duty,off-duty
D_4781,Driver_77,ABC392XYZ,on-duty,on-duty
D_4782,Driver_67,ABC640XYZ,available,available
D_4783,Driver_94,ABC876XYZ,on-duty,on-duty
D_4784,Driver_1,ABC920XYZ,off-duty,off-duty
D_4785,Driver_59,ABC167XYZ,available,available
D_4786,Driver_72,ABC750XYZ,on-duty,on-duty
D_4787,Driver_41,ABC338XYZ,off-duty,off-duty
D_4788,Driver_72,ABC720XYZ,on-duty,on-duty
D_4789,Driver_33,ABC430XYZ,available,available
D_4790,Driver_13,ABC557XYZ,available,available
D_4791,Driver_60,ABC333XYZ,on-duty,on-duty
D_4792,Driver_21,ABC379XYZ,on-duty,on-duty
D_4793,Driver_27,ABC486XYZ,available,available
D_4794,Driver_94,ABC267XYZ,off-duty,off-duty
D_4795,Driver_84,ABC347XYZ,on-duty,on-duty
D_4796,Driver_63,ABC233XYZ,on-duty,on-duty
D_4797,Driver_98,ABC464XYZ,available,available
D_4798,Driver_82,ABC655XYZ,available,available
D_4799,Driver_96,ABC419XYZ,off-duty,off-duty
D_4800,Driver_41,ABC335XYZ,available,available
D_4801,Driver_68,ABC969XYZ,available,available
D_4802,Driver_80,ABC770XYZ,available,available
D_4803,Driver_82,ABC312XYZ,available,available
D_4804,Driver_18,ABC906XYZ,off-duty,off-duty
D_4805,Driver_68,ABC996XYZ,off-duty,off-duty
D_4806,Driver_13,ABC283XYZ,on-duty,on-duty
D_4807,Driver_9,ABC377XYZ,available,available
D_4808,Driver_43,ABC884XYZ,off-duty,off-duty
D_4809,Driver_91,ABC967XYZ,available,available
D_4810,Driver_24,ABC900XYZ,off-duty,off-duty
D_4811,Driver_18,ABC288XYZ,on-duty,on-duty
D_4812,Driver_71,ABC651XYZ,on-duty,on-duty
D_4813,Driver_53,ABC248XYZ,available,available
D_4814,Driver_7,ABC685XYZ,available,available
D_4815,Driver_56,ABC612XYZ,off-duty,off-duty
D_4816,Driver_87,ABC956XYZ,off-duty,off-duty
D_4817,Driver_63,ABC737XYZ,available,available
D_4818,Driver_73,ABC390XYZ,available,available
D_4819,Driver_44,ABC984XYZ,on-duty,on-duty
D_4820,Driver_27,ABC580XYZ,off-duty,off-duty
D_4821,Driver_6,ABC861XYZ,available,available
D_4822,Driver_18,ABC188XYZ,off-duty,off-duty
D_4823,Driver_94,ABC242XYZ,off-duty,off-duty
D_4824,Driver_91,ABC579XYZ,available,available
D_4825,Driver_31,ABC674XYZ,off-duty,off-duty
D_4826,Driver_15,ABC384XYZ,on-duty,on-duty
D_4827,Driver_74,ABC467XYZ,off-duty,off-duty
D_4828,Driver_18,ABC179XYZ,off-duty,off-duty
D_4829,Driver_45,ABC871XYZ,on-duty,on-duty
D_4830,Driver_2,ABC141XYZ,on-duty,on-duty
D_4831,Driver_44,ABC924XYZ,off-duty,off-duty
D_4832,Driver_87,ABC785XYZ,off-duty,off-duty
D_4833,Driver_43,ABC331XYZ,available,available
D_4834,Driver_58,ABC925XYZ,available,available
D_4835,Driver_46,ABC188XYZ,off-duty,off-duty
D_4836,Driver_35,ABC811XYZ,off-duty,off-duty
D_4837,Driver_96,ABC387XYZ,available,available
D_4838,Driver_60,ABC959XYZ,off-duty,off-duty
D_4839,Driver_32,ABC531XYZ,off-duty,off-duty
D_4840,Driver_35,ABC264XYZ,on-duty,on-duty
D_4841,Driver_46,ABC691XYZ,available,available
D_4842,Driver_55,ABC373XYZ,available,available
D_4843,Driver_19,ABC346XYZ,off-duty,off-duty
D_4844,Driver_67,ABC388XYZ,available,available
D_4845,Driver_12,ABC590XYZ,on-duty,on-duty
D_4846,Driver_67,ABC269XYZ,off-duty,off-duty
D_4847,Driver_44,ABC712XYZ,off-duty,off-duty
D_4848,Driver_41,ABC477XYZ,off-duty,off-duty
D_4849,Driver_95,ABC233XYZ,off-duty,off-duty
D_4850,Driver_22,ABC831XYZ,on-duty,on-duty
D_4851,Driver_64,ABC432XYZ,off-duty,off-duty
D_4852,Driver_24,ABC822XYZ,available,available
D_4853,Driver_88,ABC845XYZ,on-duty,on-duty
D_4854,Driver_5,ABC187XYZ,off-duty,off-duty
D_4855,Driver_85,ABC334XYZ,on-duty,on-duty
D_4856,Driver_26,ABC866XYZ,available,available
D_4857,Driver_18,ABC323XYZ,on-duty,on-duty
D_4858,Driver_2,ABC656XYZ,available,available
D_4859,Driver_34,ABC741XYZ,available,available
D_4860,Driver_40,ABC478XYZ,on-duty,on-duty
D_4861,Driver_95,ABC764XYZ,on-duty,on-duty
D_4862,Driver_93,ABC112XYZ,off-duty,off-duty
D_4863,Driver_59,ABC533XYZ,off-duty,off-duty
D_4864,Driver_80,ABC228XYZ,available,available
D_4865,Driver_86,ABC100XYZ,available,available
D_4866,Driver_43,ABC292XYZ,on-duty,on-duty
D_4867,Driver_48,ABC967XYZ,on-duty,on-duty
D_4868,Driver_51,ABC631XYZ,on-duty,on-duty
D_4869,Driver_47,ABC862XYZ,on-duty,on-duty
D_4870,Driver_99,ABC185XYZ,available,available
D_4871,Driver_29,ABC178XYZ,off-duty,off-duty
D_4872,Driver_75,ABC417XYZ,available,available
D_4873,Driver_64,ABC171XYZ,on-duty,on-duty
D_4874,Driver_83,ABC108XYZ,off-duty,off-duty
D_4875,Driver_29,ABC662XYZ,off-duty,off-duty
D_4876,Driver_74,ABC995XYZ,available,available
D_4877,Driver_90,ABC802XYZ,available,available
D_4878,Driver_10,ABC827XYZ,available,available
D_4879,Driver_26,ABC594XYZ,off-duty,off-duty
D_4880,Driver_6,ABC153XYZ,available,available
D_4881,Driver_22,ABC935XYZ,on-duty,on-duty
D_4882,Driver_43,ABC534XYZ,on-duty,on-duty
D_4883,Driver_19,ABC785XYZ,available,available
D_4884,Driver_8,ABC276XYZ,off-duty,off-duty
D_4885,Driver_83,ABC268XYZ,off-duty,off-duty
D_4886,Driver_20,ABC232XYZ,available,available
D_4887,Driver_49,ABC327XYZ,off-duty,off-duty
D_4888,Driver_73,ABC975XYZ,available,available
D_4889,Driver_53,ABC388XYZ,available,available
D_4890,Driver_8,ABC126XYZ,available,available
